SpecID	Species	Wings	Green	Brown	Combined	Polymorphic	Pied	SexualDimorphism	AgeDependence	OtherVariants	RemarksMorphs	SourceMorphs
S09820	Sphingonotus (Sphingonotus) corsicus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09830	Sphingonotus (Sphingonotus) crivellarii	.	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S09840	Sphingonotus (Sphingonotus) eurasius	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S09850	Sphingonotus (Sphingonotus) gypsicola	.	absent	mono	absent-mono	brown	present	absent	absent	.	only three images	.
S09860	Sphingonotus (Sphingonotus) halocnemi	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09870	Sphingonotus (Sphingonotus) halophilus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09880	Sphingonotus (Sphingonotus) imitans	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09890	Sphingonotus (Sphingonotus) lluciapomaresi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09900	Sphingonotus (Sphingonotus) lusitanicus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09910	Sphingonotus (Sphingonotus) maculatus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09920	Sphingonotus (Sphingonotus) obscuratus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S09930	Sphingonotus (Sphingonotus) octofasciatus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09940	Sphingonotus (Sphingonotus) personatus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09950	Sphingonotus (Sphingonotus) rubescens	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09960	Sphingonotus (Sphingonotus) salinus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09970	Sphingonotus (Sphingonotus) savignyi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09980	Sphingonotus (Sphingonotus) uvarovi	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S09990	Thalpomena algeriana	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only three images	http://acrinwafrica.mnhn.fr/bases/fiches/Thalpomena_algeriana.html; https://science.mnhn.fr/institution/mnhn/collection/eo/item/caelif537?lang=fr_FR
S10000	Pezotettix anatolica	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10010	Pezotettix giornae	short	absent	mono	absent-mono	brown	absent	absent	present	juveniles green	.	.
S10020	Pezotettix lagoi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10030	Tropidopola cylindrica	long	dominant	common	dominant-common	polymorphic	absent	absent	absent	brown dorasal strip	.	"described as mostly green in Field Guide Italy, green and brown mentioned in Fauna Catalunya, green mentioned as more common in Fauna Italy, many images of brown (more) and green on google search"
S10040	Tropidopola graeca	long	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	green mentioned as more common in Fauna Italy
S10050	Tropidopola longicornis	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S10060	Dericorys carthagenovae	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only two images	.
S10070	Dericorys tibialis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only one image	http://insecta.pro/taxonomy/496818
S10080	Euryparyphes bolivari	.	mono	absent	mono-absent	green	absent	absent	absent	.	only one image	https://www.flickr.com/photos/georgeoide/6726928989/in/photolist-bfrgCi
S10090	Euryparyphes laetus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S10100	Euryparyphes terrulentus	.	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	yellow	.	bright yellow specimen on iNaturalist.org
S10110	Nocaracris bulgaricus	short	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S10120	Nocaracris cyanipes	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10130	Nocaracris istanbul	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	https://www.orthoptera.ch/news/item/nocaracris-istanbul
S10140	Nocaracris latipes	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S10150	Nocaracris rimansonae	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S10160	Nocaracris rubripes	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S10170	Nocarodes daghestanicus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S10180	Nocarodes geniculatus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S10190	Paranocarodes chopardi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10200	Paranocarodes fieberi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10210	Paranocarodes straubei	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only three images	.
S10220	Acinipe calabra	short	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	images of both morphs on GoE
S10230	Acinipe comptei	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S10240	Acinipe deceptoria	.	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	.	.	green on https://www.flickr.com/photos/153631697@N03/47510107812/in/photolist-ap3xg5-ap3DgY-2foiHPS-9U5Ycv-yAfnf7-ps77A2-pGv8cQ-DCVbBt-e3w4cj-oMN7Ne-pGv8xQ
S10250	Acinipe eulaliae	.	absent	mono	absent-mono	brown	absent	absent	absent	colored strip around neck	only two images	"https://www.iucnredlist.org/species/64336679/75323282; https://www.biodiversidadvirtual.org/insectarium/Acinipe-img225359.html, specimen with colored strip around neck on biodiversidadvirtual.org"
S10260	Acinipe galvagnii	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S10270	Acinipe hesperica	.	exceptional	dominant	exceptional-dominant	polymorphic	absent	absent	absent	.	.	green on https://www.flickr.com/photos/miguelarteche/17957827983/in/photolist-cFiGgN-yDTFAN-7z8gug-7Etmjd-a4iADC-a4fLT8-a4fMoK-7Xh1EM-tmSyBR-pki5j3-cSRT6o-gjVYxu-278C3vk-RFV4X9-Pt3f9C-3Kr7Jn-24p77JL-99GPng-8MBrrZ-rLkeYE-zDHE9o-zGVvFe-Hicr27-a3amY5-GqLJoD-7EtmFA-ahtUh9-ahr9nV-arCm9g-aeRmz1-9c4hcq-arFa1J-9c1cGK-9c1dfz-9pXCMT-27qgt1m
S10280	Acinipe ignatii	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10290	Acinipe mabillei	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only two images	https://www.biodiversidadvirtual.org/insectarium/Acinipe-mabillei-(Bolivar-1878)-img1036384.html
S10300	Acinipe paulinoi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10310	Acinipe perisi	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S10320	Acinipe segurensis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10330	Acinipe tibialis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10340	Eumigus ayresi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10350	Eumigus cucullatus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10360	Eumigus monticola	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10370	Eumigus punctatus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10380	Eumigus rubioi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10390	Kurtharzia nugatoria	.	absent	mono	absent-mono	brown	absent	absent	absent	.	just one image	.
S10400	Kurtharzia sulcata	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	https://www.biodiversidadvirtual.org/insectarium/search.html
S10410	Ocneridia nigropunctata	short	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	"both morphs mentioned in Fauna Italy, images on GoE"
S10420	Ocnerodes brunneri	.	absent	mono	absent-mono	brown	absent	absent	absent	.	just one image	.
S10430	Ocnerodes fallaciosus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10440	Ocnerodes prosternalis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10450	Ocnerodes soleri	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	https://www.biodiversidadvirtual.org/insectarium/search.html
S10460	Orchamus kaltenbachi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10470	Orchamus raulinii	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10480	Orchamus yersini	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10490	Pamphagus marmoratus	short	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	"green mentioned in Fauna Italy, images of rather brown (though not quite complete) indiviuals on GoE"
S10500	Pamphagus ortolaniae	short	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	both morphs mentioned in Fauna Italy
S10510	Pamphagus sardeus	short	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"image of brown on GoE, image of green in Field Guide Italy"
S10520	Asiotmethis limbatus	polymorph	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10530	Asiotmethis muricatus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only two images	http://insecta.pro/taxonomy/496472
S10540	Asiotmethis tauricus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S10550	Asiotmethis turritus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only one image	https://www.peopleofar.com/2011/11/16/armenian-names-in-nature-part-2/
S10560	Glyphanus obtusus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10570	Glyphotmethis heldreichi	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10580	Prionotropis appula	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S10590	Prionotropis azami	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10600	Prionotropis flexuosa	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10610	Prionotropis hystrix	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10620	Prionotropis rhodanica	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10630	Prionotropis willemsorum	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10640	Pyrgomorpha (Pyrgomorpha) bispinosa	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	http://insecta.pro/gallery?size=sm&sp=507666
S10650	Pyrgomorpha (Pyrgomorpha) cognata	.	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	http://www.pyrgus.de/Pyrgomorpha_cognata.html; http://www.cyprusdiscovery.net/2016/09/orthoptera-of-cyprus-pyrgomorpha-cognata.html
S10660	Pyrgomorpha (Pyrgomorpha) conica	long	common	dominant	common-dominant	polymorphic	absent	weak	absent	"red and pink, polymorphism mostly in females"	.	.
S10670	Pyrgomorphula serbica	.	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	images of both morphs on OSF
S10680	Paratettix meridionalis	long	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	.	.	"individual with slight green https://www.flickr.com/photos/valter/7326022344/, also https://commons.wikimedia.org/wiki/File:Paratettix_meridionalis_(Tetrigidae)_-_(imago),_R%C3%ADo_Guadaiza,_Spain.jpg, also https://www.google.de/search?hl=en&tbm=isch&sa=1&ei=rkXZXdL8BfrImwWMmaKACw&q=Paratettix+meridionalis&oq=Paratettix+meridionalis&gs_l=img.3..0.17304.17304..18056...0.0..0.78.78.1......0....2j1..gws-wiz-img.E7-kDIAGmVg&ved=0ahUKEwjSi-_7yIDmAhV65KYKHYyMCLAQ4dUDCAY&uact=5#imgrc=Gyj4wsz7YDVOJM:"
S10690	Tetrix bipunctata	polymorph	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10700	Tetrix bolivari	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10710	Tetrix ceperoi	long	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	"own observations, image of green on GoE"
S10720	Tetrix depressa	polymorph	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10730	Tetrix fuliginosa	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10740	Tetrix kraussi	polymorph	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10750	Tetrix nodulosa	.	exceptional	dominant	exceptional-dominant	polymorphic	absent	absent	absent	.	.	individuals with slight green https://www.inaturalist.org/taxa/762127-Tetrix-nodulosa
S10760	Tetrix subulata	polymorph	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	.	.	"green individual in Field Guide Italy, green individual on https://www.flickr.com/photos/12639178@N07/33767450358/in/photolist-TrV1xY-2fvx255-FEBN3M-TWK42Z-G5rpFi-2g2v99R-FHsCE5-4D71gC-6o6pvu-TP4Q6W-sQ4PB2-cNH1VC-cNGXj7-fk3yDV-6d6dqc-2eonBmV-4D72Dq-RsAgkq-9ChA2C-2dVCL72-e7XmvL-MECTSV-TJnmPE-2cfCj6c-KbtVGE-26tQEd6-24baijy-ngpoEm-2heMLws-R7ANrm-e8EMbi-6hMQWJ-CKmjWh-21TqBSA-6xKGk9-2fECZ4f-UKu8Xp-2eVj8PC-Q7w6rj-7YkFzP-JhRH8E-2f3NVCn-9CeFwK-G9eode-V5rHUA-2dT7E91-enVJDv-fj44fT-aCnXz8-FZchMf"
S10770	Tetrix tenuicornis	polymorph	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	.	.	image of individual with slight green on GoE
S10780	Tetrix transsylvanica	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only two images	https://www.researchgate.net/publication/265050365_First_records_of_Croatian_and_Serbian_Tetrigidae_Orthoptera_Caelifera_with_description_of_a_new_subspecies_of_Tetrix_transsylvanica_Bazyluk_Kis_1960/figures?lo=1
S10790	Tetrix tuerki	polymorph	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10800	Tetrix undulata	polymorph	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	.	.	"Field guide France, image on GoE, image in Fauna Moldavia"
S10810	Bruntridactylus irremipes	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10820	Bruntridactylus tartarus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S10830	Asiotridactylus fasciatus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S10840	Xya iberica	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	mentioned in Bellmann
S10850	Xya pfaendleri	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S10860	Xya variegata	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
